<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.06.23	13:15:00	3365.54	3367.56	3365.39	3366.98	1158	0	15
2025.06.23	13:30:00	3366.99	3368.04	3366.04	3366.12	1085	0	15
2025.06.23	13:45:00	3366.11	3367.92	3364.72	3367.76	1263	0	15
2025.06.23	14:00:00	3367.77	3374.81	3367.77	3374.46	1845	0	15
2025.06.23	14:15:00	3374.49	3381.97	3374.49	3378.06	2016	0	15
2025.06.23	14:30:00	3378.03	3379.96	3375.87	3379.09	1558	0	15
2025.06.23	14:45:00	3379.07	3381.27	3376.65	3380.70	1569	0	15
2025.06.23	15:00:00	3380.72	3380.99	3368.72	3369.16	1916	0	15
2025.06.23	15:15:00	3369.09	3369.21	3359.99	3362.46	2103	0	15
2025.06.23	15:30:00	3362.50	3363.15	3355.88	3360.01	1927	0	15
2025.06.23	15:45:00	3359.99	3363.79	3359.26	3360.45	1728	0	15
2025.06.23	16:00:00	3360.41	3368.26	3359.86	3367.33	2061	0	15
2025.06.23	16:15:00	3367.38	3369.16	3366.40	3368.57	1808	0	15
2025.06.23	16:30:00	3368.53	3384.57	3368.38	3381.84	2445	0	10
2025.06.23	16:45:00	3382.00	3387.80	3378.92	3380.62	2493	0	10
2025.06.23	17:00:00	3380.70	3384.60	3370.04	3374.81	2628	0	15
2025.06.23	17:15:00	3375.37	3382.49	3375.14	3378.97	2308	0	15
2025.06.23	17:30:00	3378.90	3383.97	3377.65	3383.86	2063	0	15
2025.06.23	17:45:00	3383.85	3386.68	3383.16	3386.42	2048	0	15
2025.06.23	18:00:00	3386.44	3388.46	3384.58	3387.43	1962	0	15
2025.06.23	18:15:00	3387.38	3388.97	3386.49	3388.17	1743	0	15
2025.06.23	18:30:00	3388.21	3389.47	3385.95	3386.31	1648	0	15
2025.06.23	18:45:00	3386.33	3389.73	3386.03	3387.14	1596	0	15
2025.06.23	19:00:00	3387.15	3389.28	3387.00	3387.61	1370	0	15
2025.06.23	19:15:00	3387.67	3393.54	3387.19	3391.37	1830	0	15
2025.06.23	19:30:00	3391.40	3392.50	3380.53	3386.49	2232	0	15
2025.06.23	19:45:00	3386.43	3390.40	3383.33	3389.84	2122	0	15
2025.06.23	20:00:00	3389.78	3391.47	3384.89	3387.24	2120	0	15
2025.06.23	20:15:00	3387.25	3387.59	3375.63	3379.35	2154	0	15
2025.06.23	20:30:00	3379.36	3384.57	3378.39	3381.95	1873	0	15
2025.06.23	20:45:00	3381.96	3383.46	3380.29	3382.43	1555	0	15
2025.06.23	21:00:00	3382.48	3386.06	3379.11	3386.05	1653	0	15
2025.06.23	21:15:00	3386.02	3387.73	3383.39	3384.78	1681	0	15
2025.06.23	21:30:00	3384.76	3385.02	3376.88	3378.93	1457	0	15
2025.06.23	21:45:00	3378.90	3381.49	3378.38	3378.43	1304	0	11
2025.06.23	22:00:00	3378.55	3380.95	3378.10	3380.39	1295	0	11
2025.06.23	22:15:00	3380.36	3381.53	3379.55	3380.59	1157	0	11
2025.06.23	22:30:00	3380.65	3382.08	3378.80	3379.32	1385	0	11
2025.06.23	22:45:00	3379.28	3379.63	3375.66	3376.44	1582	0	11
2025.06.23	23:00:00	3376.42	3377.31	3374.06	3374.06	804	0	11
2025.06.23	23:15:00	3374.05	3375.29	3371.95	3372.67	731	0	11
2025.06.23	23:30:00	3372.67	3372.67	3367.33	3370.91	909	0	10
2025.06.23	23:45:00	3370.92	3371.32	3367.37	3368.96	892	0	10
2025.06.24	01:00:00	3367.87	3370.02	3356.36	3357.28	1295	0	11
2025.06.24	01:15:00	3357.62	3361.02	3350.46	3356.51	1707	0	11
2025.06.24	01:30:00	3356.46	3361.33	3355.67	3357.86	1413	0	11
2025.06.24	01:45:00	3357.81	3359.93	3354.17	3355.49	1126	0	11
2025.06.24	02:00:00	3355.56	3357.40	3350.34	3354.24	1526	0	11
2025.06.24	02:15:00	3354.22	3354.29	3349.08	3352.28	1405	0	11
2025.06.24	02:30:00	3352.30	3353.29	3342.65	3351.01	1710	0	11
2025.06.24	02:45:00	3351.04	3351.11	3341.59	3344.48	1680	0	11
2025.06.24	03:00:00	3344.29	3345.21	3333.27	3344.95	2073	0	11
2025.06.24	03:15:00	3344.92	3349.31	3344.53	3349.01	1724	0	11
2025.06.24	03:30:00	3349.00	3352.33	3348.83	3351.98	1509	0	11
2025.06.24	03:45:00	3352.01	3355.22	3350.05	3351.10	1923	0	11
2025.06.24	04:00:00	3351.11	3354.41	3346.82	3349.02	2319	0	11
2025.06.24	04:15:00	3349.09	3352.85	3348.92	3349.88	1615	0	11
2025.06.24	04:30:00	3349.78	3350.00	3342.62	3345.17	1890	0	11
2025.06.24	04:45:00	3345.01	3348.37	3342.27	3347.73	1678	0	11
2025.06.24	05:00:00	3347.71	3352.86	3347.09	3350.78	1630	0	11
2025.06.24	05:15:00	3350.77	3351.41	3345.88	3347.09	1336	0	11
2025.06.24	05:30:00	3347.09	3351.52	3347.09	3349.31	1526	0	11
2025.06.24	05:45:00	3349.30	3352.39	3348.91	3351.92	1241	0	11
2025.06.24	06:00:00	3351.92	3354.26	3351.60	3353.34	1129	0	11
2025.06.24	06:15:00	3353.27	3354.72	3351.59	3352.85	1209	0	11
2025.06.24	06:30:00	3352.89	3357.87	3352.43	3353.01	1324	0	11
2025.06.24	06:45:00	3353.02	3353.59	3351.61	3352.47	1001	0	11
2025.06.24	07:00:00	3352.42	3353.36	3347.83	3349.13	1382	0	11
2025.06.24	07:15:00	3349.19	3350.56	3348.39	3348.92	894	0	11
2025.06.24	07:30:00	3348.91	3349.55	3347.10	3348.77	905	0	11
2025.06.24	07:45:00	3348.74	3349.57	3348.28	3348.55	760	0	11
2025.06.24	08:00:00	3348.53	3348.78	3341.32	3341.76	1165	0	11
2025.06.24	08:15:00	3341.84	3343.63	3337.77	3338.60	1509	0	11
2025.06.24	08:30:00	3338.55	3339.59	3332.14	3332.93	1933	0	11
2025.06.24	08:45:00	3332.96	3334.76	3326.62	3332.08	2118	0	11
2025.06.24	09:00:00	3332.27	3333.08	3324.53	3324.82	2156	0	11
2025.06.24	09:15:00	3324.81	3328.66	3321.99	3322.72	2092	0	11
2025.06.24	09:30:00	3322.82	3324.00	3316.07	3317.68	2153	0	11
2025.06.24	09:45:00	3317.62	3324.23	3316.95	3322.80	1791	0	11
2025.06.24	10:00:00	3322.74	3326.05	3316.63	3321.70	2131	0	13
2025.06.24	10:15:00	3321.74	3323.84	3319.47	3321.93	1818	0	15
2025.06.24	10:30:00	3321.99	3328.88	3321.87	3324.59	2082	0	15
2025.06.24	10:45:00	3324.49	3331.54	3322.77	3329.64	1873	0	15
2025.06.24	11:00:00	3329.89	3332.17	3326.30	3331.03	1889	0	15
2025.06.24	11:15:00	3330.95	3332.31	3325.71	3327.07	1859	0	15
2025.06.24	11:30:00	3327.04	3328.45	3324.93	3328.23	1535	0	15
2025.06.24	11:45:00	3328.18	3328.32	3324.74	3327.04	1393	0	15
2025.06.24	12:00:00	3327.31	3328.73	3322.73	3324.83	1692	0	15
2025.06.24	12:15:00	3324.93	3324.96	3319.61	3320.77	1622	0	15
2025.06.24	12:30:00	3320.76	3322.46	3319.19	3322.30	1470	0	15
2025.06.24	12:45:00	3322.33	3323.33	3317.91	3318.28	1670	0	15
2025.06.24	13:00:00	3318.51	3323.74	3318.51	3323.25	1442	0	15
2025.06.24	13:15:00	3323.36	3325.60	3322.90	3325.44	1334	0	15
2025.06.24	13:30:00	3325.43	3327.66	3324.87	3327.01	1211	0	15
2025.06.24	13:45:00	3327.02	3327.63	3324.83	3325.55	1297	0	15
2025.06.24	14:00:00	3325.53	3327.06	3323.88	3325.97	1345	0	15
2025.06.24	14:15:00	3325.96	3328.91	3322.63	3324.53	1593	0	15
2025.06.24	14:30:00	3324.47	3324.58	3321.30	3323.10	1669	0	15
2025.06.24	14:45:00	3323.11	3323.28	3317.90	3321.20	1780	0	15
2025.06.24	15:00:00	3321.19	3321.19	3312.18	3313.50	1817	0	15
2025.06.24	15:15:00	3313.52	3318.82	3311.52	3313.59	2240	0	15
2025.06.24	15:30:00	3313.55	3313.55	3304.64	3310.04	2559	0	15
2025.06.24	15:45:00	3310.18	3317.70	3306.13	3314.70	2226	0	15
2025.06.24	16:00:00	3314.65	3317.76	3311.50	3317.37	2173	0	15
2025.06.24	16:15:00	3317.38	3317.87	3310.21	3310.53	2126	0	15
2025.06.24	16:30:00	3310.49	3313.51	3295.63	3298.76	2763	0	15
2025.06.24	16:45:00	3298.82	3302.90	3295.46	3302.06	2567	0	15
2025.06.24	17:00:00	3301.94	3308.50	3298.84	3308.50	2452	0	15
2025.06.24	17:15:00	3308.47	3310.30	3302.07	3305.09	2415	0	15
2025.06.24	17:30:00	3305.01	3309.04	3301.87	3306.27	2162	0	15
2025.06.24	17:45:00	3306.41	3308.98	3303.91	3304.61	2076	0	15
2025.06.24	18:00:00	3304.60	3304.60	3299.74	3301.71	2046	0	15
2025.06.24	18:15:00	3301.49	3314.07	3301.49	3312.22	2081	0	15
2025.06.24	18:30:00	3312.24	3317.07	3312.12	3315.24	2063	0	15
2025.06.24	18:45:00	3315.27	3315.79	3312.46	3313.25	1704	0	15
2025.06.24	19:00:00	3313.28	3313.90	3311.37	3312.59	1439	0	15
2025.06.24	19:15:00	3312.63	3314.28	3311.35	3311.88	1455	0	15
2025.06.24	19:30:00	3311.90	3317.62	3311.77	3317.05	1483	0	15
2025.06.24	19:45:00	3317.06	3320.47	3315.76	3318.45	1554	0	15
2025.06.24	20:00:00	3318.49	3321.00	3318.49	3319.01	1532	0	15
2025.06.24	20:15:00	3319.00	3320.95	3318.27	3320.63	1520	0	15
2025.06.24	20:30:00	3320.67	3321.24	3319.70	3320.88	1195	0	15
2025.06.24	20:45:00	3320.90	3321.18	3317.92	3317.97	1383	0	15
2025.06.24	21:00:00	3317.98	3319.01	3315.72	3315.73	1479	0	15
2025.06.24	21:15:00	3315.76	3318.05	3315.75	3316.96	1279	0	15
2025.06.24	21:30:00	3316.97	3318.17	3315.98	3318.14	1271	0	15
2025.06.24	21:45:00	3318.13	3318.40	3316.36	3317.19	1034	0	11
2025.06.24	22:00:00	3317.14	3318.37	3316.00	3316.70	1084	0	11
2025.06.24	22:15:00	3316.69	3318.79	3316.30	3318.68	955	0	11
2025.06.24	22:30:00	3318.67	3325.19	3318.67	3324.65	1649	0	11
2025.06.24	22:45:00	3324.64	3325.05	3322.46	3323.61	1631	0	11
2025.06.24	23:00:00	3323.61	3324.46	3322.40	3322.95	632	0	11
2025.06.24	23:15:00	3322.96	3324.49	3322.46	3322.80	541	0	11
2025.06.24	23:30:00	3322.74	3324.21	3321.72	3322.95	503	0	10
2025.06.24	23:45:00	3322.96	3323.77	3322.61	3322.70	447	0	10
2025.06.25	01:00:00	3324.79	3325.49	3322.13	3322.97	533	0	11
2025.06.25	01:15:00	3322.94	3323.14	3321.14	3322.14	422	0	11
2025.06.25	01:30:00	3322.12	3322.70	3321.25	3321.89	410	0	11
2025.06.25	01:45:00	3321.91	3322.77	3321.01	3321.61	341	0	11
2025.06.25	02:00:00	3321.68	3323.82	3321.68	3323.56	392	0	11
2025.06.25	02:15:00	3323.55	3324.03	3322.79	3322.88	385	0	11
2025.06.25	02:30:00	3322.86	3323.64	3322.43	3323.21	358	0	11
2025.06.25	02:45:00	3323.21	3324.89	3323.02	3324.20	633	0	11
2025.06.25	03:00:00	3324.09	3327.08	3323.64	3326.56	1118	0	11
2025.06.25	03:15:00	3326.54	3328.74	3326.05	3328.33	1042	0	11
2025.06.25	03:30:00	3328.40	3330.01	3325.04	3325.19	1182	0	11
2025.06.25	03:45:00	3325.18	3328.15	3324.35	3326.97	1147	0	11
2025.06.25	04:00:00	3327.07	3331.32	3326.47	3330.95	1608	0	11
2025.06.25	04:15:00	3330.95	3333.03	3328.87	3328.91	1502	0	11
2025.06.25	04:30:00	3328.99	3333.39	3328.10	3332.11	1439	0	11
2025.06.25	04:45:00	3332.13	3334.83	3331.78	3334.62	1318	0	11
2025.06.25	05:00:00	3334.69	3335.22	3331.35	3331.52	1408	0	11
2025.06.25	05:15:00	3331.59	3332.24	3330.12	3331.54	980	0	11
2025.06.25	05:30:00	3331.60	3332.04	3328.87	3329.76	1248	0	11
2025.06.25	05:45:00	3329.83	3330.18	3327.87	3329.47	1209	0	11
2025.06.25	06:00:00	3329.44	3331.34	3328.02	3331.34	1118	0	11
2025.06.25	06:15:00	3331.30	3332.01	3330.15	3330.66	1037	0	11
2025.06.25	06:30:00	3330.67	3331.04	3328.02	3329.87	912	0	11
2025.06.25	06:45:00	3329.83	3329.86	3327.27	3328.35	944	0	11
2025.06.25	07:00:00	3328.32	3328.75	3326.68	3326.96	742	0	11
2025.06.25	07:15:00	3326.98	3329.26	3326.75	3327.31	656	0	11
2025.06.25	07:30:00	3327.28	3327.55	3326.56	3326.88	549	0	11
2025.06.25	07:45:00	3326.88	3328.67	3325.82	3327.53	784	0	11
2025.06.25	08:00:00	3327.49	3329.65	3326.74	3329.43	869	0	11
2025.06.25	08:15:00	3329.44	3329.90	3328.46	3329.80	715	0	11
2025.06.25	08:30:00	3329.84	3333.18	3329.81	3332.79	1271	0	11
2025.06.25	08:45:00	3332.67	3333.69	3331.46	3331.63	1189	0	11
2025.06.25	09:00:00	3331.68	3333.37	3329.43	3329.77	1249	0	11
2025.06.25	09:15:00	3329.86	3331.98	3329.36	3330.49	1183	0	11
2025.06.25	09:30:00	3330.50	3332.54	3329.08	3332.54	1128	0	11
2025.06.25	09:45:00	3332.53	3333.41	3331.11	3331.48	1170	0	11
2025.06.25	10:00:00	3331.85	3333.93	3327.65	3328.01	1551	0	12
2025.06.25	10:15:00	3327.99	3334.10	3326.76	3334.10	1524	0	15
2025.06.25	10:30:00	3334.15	3335.87	3332.09	3335.21	1406	0	15
2025.06.25	10:45:00	3335.16	3337.07	3330.12	3330.60	1593	0	15
2025.06.25	11:00:00	3330.59	3332.35	3327.87	3328.15	1327	0	15
2025.06.25	11:15:00	3328.10	3329.92	3326.50	3329.66	1782	0	15
2025.06.25	11:30:00	3329.70	3330.24	3328.15	3330.04	1253	0	15
2025.06.25	11:45:00	3330.00	3330.04	3326.98	3327.25	1240	0	15
2025.06.25	12:00:00	3327.22	3327.27	3321.91	3322.26	1846	0	15
2025.06.25	12:15:00	3322.23	3325.00	3321.89	3322.72	1384	0	15
2025.06.25	12:30:00	3322.71	3324.22	3321.57	3323.39	1211	0	15
2025.06.25	12:45:00	3323.40	3325.23	3323.10	3325.23	1123	0	15
